name,rating,review_count,quality_score,phone,address,website,category,business_status,google_place_id
Results,4.0,0,85,+84 838 999 047 ,"Address: 146 Nguyễn Đình Chiểu, Phường 6, Quận 3, Thành phố Hồ Chí Minh 70000, Vietnam ",https://everyhalf.vn/,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 777 801 081 ,"Address: 40/8 Phạm Viết Chánh, Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh 70000, Vietnam ",http://building.coffee/,Cafe,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 949 561 211 ,"Address: 21 Ngô Tất Tố, Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam ",https://www.facebook.com/profile.php?id=100087588904324,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 981 063 880 ,"Address: 27/63A Huỳnh Tịnh Của, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh 700000, Vietnam ",https://www.facebook.com/cafeslowsaigon/,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 937 993 000 ,"Address: 87 Nguyễn Du, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 70000, Vietnam ",https://www.instagram.com/p/C1tFI-WPl5w/,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 799 343 943 ,"Address: 19 Đ. Số 2, Làng Báo, Thủ Đức, Thành phố Hồ Chí Minh 71301, Vietnam ",https://xliiicoffee.com/,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 933 904 310 ,"Address: 211/10 Nguyễn Trãi, Phường Cầu Ông Lãnh, Quận 1, Thành phố Hồ Chí Minh 70000, Vietnam ",https://www.facebook.com/profile.php?id=100092475581409,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 901 426 877 ,"Address: Nguyễn Hữu Cảnh/92 Str, Saigon Pearl, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Vietnam ",http://bosgauruscoffee.com/,Cafe,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 879 543 060 ,"Address: 8/44, Nguyễn Thiện Thuật, Ward 14, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Vietnam ",https://www.facebook.com/share/1AuNNh2Bny/,Homestay,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 908 254 089 ,"Address: 96 D5, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam ",http://coffee2424.net/,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 707 014 095 ,"Address: 9/8 Đường số 10, Bình Khánh, Thủ Đức, Thành phố Hồ Chí Minh 713530, Vietnam ",https://bamoscoffee.com/,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 903 667 888 ,"Address: 2nd floor, 9 Thái Văn Lung, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Vietnam ",http://www.facebook.com/BangkhuangCafe,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 903 981 236 ,"Address: 151B Hai Bà Trưng, Phường 6, Quận 3, Thành phố Hồ Chí Minh 700000, Vietnam ",https://www.instagram.com/aboutlifecoffeebrewershcm/,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 28 6685 9066 ,"Address: 29/9 Nguyễn Bỉnh Khiêm, Đa Kao, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam ",https://www.facebook.com/ambrosia.saigon,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 868 313 392 ,"Address: 43 đường 103, phường Thạnh Mỹ Lợi, Thành phố Thủ Đức, Thành phố, Thủ Đức, Thành phố Hồ Chí Minh 71300, Vietnam ",http://whycoffee.space/,Cafe,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 28 3535 5381 ,"Address: 2 Công trường Công xã Paris, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Vietnam ",https://linktr.ee/arabica.vietnam,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 902 762 477 ,"Address: 165/47 Nguyễn Thái Bình, Street, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam ",https://www.facebook.com/MaisonSongAnh,Bakery,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 347 479 295 ,"Address: 51-53 Trương Văn Bang, Phường Bình Trưng Tây, Quận 2, Thành phố Hồ Chí Minh 70000, Vietnam ",https://coffeetree.vn/,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 705 733 763 ,"Address: 013 A3 Phan Xích Long, Phường 7, Phú Nhuận, Thành phố Hồ Chí Minh, Vietnam ",https://www.facebook.com/finsaigoncafe,Cafe,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 848 011 118 ,"Address: 120 - 122 Lê Lợi, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, Vietnam ",https://www.facebook.com/okkiocaffe/,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 772 227 022 ,"Address: 05 D5, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh 70000, Vietnam ",https://food.grab.com/vn/en/restaurant/m%C3%AA-c%C3%A0-fe-delivery/5-C6U1CLEBVKBZFA?sourceID=20250531_182251_577ECAD136EB4C929FF683B1DA09CD9B_MEXMPS&nameSlug=online-delivery&id=5-C6U1CLEBVKBZFA,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 989 750 180 ,"Address: 32 Nguyễn Đình Chiểu, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Vietnam ",https://thaiyencafe.com/,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 888 829 955 ,"Address: 27 Nguyễn Bá Huân, Thảo Điền, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam ",https://mountainpearl.vn/,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 768 025 381 ,"Address: 7 Lê Văn Miến, Thảo Điền, Thủ Đức, Thành phố Hồ Chí Minh 70000, Vietnam ",https://www.facebook.com/aramourcoffeeroasters/,Cafe,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 904 602 424 ,"Address: 21 Hoa Mai, Ward 2, Phú Nhuận, Thành phố Hồ Chí Minh 700000, Vietnam ",https://www.facebook.com/thecommacoffee/,Cafe,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 815 841 909 ,"Address: 1 Lê Thị Riêng, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam ",http://tonkin.coffee/,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 909 000 104 ,"Address: 27 Đường số 1, An Phú, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam ",https://instagram.com/caphe.nam?igshid=YjNmNGQ3MDY=,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 949 853 851 ,"Address: 14/02 Nguyễn Đình Chiểu, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Vietnam ",https://www.facebook.com/kontumcafe,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 938 531 517 ,"Address: 42 Nguyễn Huệ, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Vietnam ",https://m.facebook.com/saigonoicafe/,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 779 612 163 ,"Address: 195 Đ. Nguyễn Xí, Phường 26, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Vietnam ",https://delightphin.com/,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 966 988 815 ,"Address: 46 Đ. Trịnh Văn Cấn, Phường Cầu Ông Lãnh, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam ",https://www.facebook.com/reu.coffee.official,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 866 721 202 ,"Address: Upstairs, 220 Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Vietnam ",https://www.lacaph.com/,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 768 235 813 ,"Address: 12 Nguyễn Thị Nghĩa, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Vietnam ",https://angecoffee.com/,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 902 818 689 ,"Address: 53A Nguyễn Du, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 71006, Vietnam ",https://www.facebook.com/The-Coffee-LAB-102054441920997,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 938 808 385 ,"Address: 232 Võ Thị Sáu, Phường 7, Quận 3, Thành phố Hồ Chí Minh 70000, Vietnam ",http://www.saigoncoffeeroastery.com/,Cafe,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 901 825 371 ,"Address: 29 Lưu Văn Lang, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam ",https://www.facebook.com/Amazingspecialtycoffee/,Cafe,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 28 3824 6801 ,"Address: 27 Ngô Đức Kế, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam ",http://www.facebook.com/the.workshop.coffee,Cafe,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 983 334 511 ,"Address: 37-39 D5, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam ",https://www.facebook.com/song.caphe2,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 904 522 339 ,"Address: 119/5 Yersin, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Vietnam ",http://littlehanoieggcoffee.vn/,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 879 924 691 ,"Address: 135/50 Trần Hưng Đạo, Phường Cầu Ông Lãnh, Quận 1, Thành phố Hồ Chí Minh 71009, Vietnam ",https://tonkin.coffee/,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 707 014 095 ,"Address: 69 Ngô Tất Tố, Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam ",http://bamoscoffee.com/,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 356 288 716 ,"Address: 18 Đ. Đỗ Quang, Thảo Điền, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam ",http://sooofficial.com/,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 937 988 577 ,"Address: Hẻm 36 Lê Lợi, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam ",https://www.facebook.com/naiispecialtycoffee?mibextid=LQQJ4d,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 799 343 943 ,"Address: 178a Pasteur, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Vietnam ",https://xliiicoffee.com/,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 969 758 896 ,"Address: 96B Đ. Phan Ngữ, Đa Kao, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam ",http://www.96b.co/,Cafe,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 889 639 839 ,"Address: 86B1 Hẻm 82 Võ Thị Sáu, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh 70000, Vietnam ",https://beacons.ai/grandmumcafe,Cafe,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 988 502 404 ,"Address: Tòa C, Trần Quốc Thảo, Phường 9, Quận 3, Thành phố Hồ Chí Minh, Vietnam ",https://bit.ly/m/caphex,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 888 640 068 ,"Address: Phường Nhiêu Lộc, 264H Đ. Lê Văn Sỹ, Phường 14, Quận 3, Thành phố Hồ Chí Minh, Vietnam ",https://www.facebook.com/baristacollective/,Cafe,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 867 990 125 ,"Address: 91 Lý Tự Trọng, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam ",http://tonkin.coffee/,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 904 522 339 ,"Address: 258/1 Điện Biên Phủ, p, Quận 3, Thành phố Hồ Chí Minh 700000, Vietnam ",http://littlehanoieggcoffee.vn/,Cafe,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 903 463 615 ,"Address: 39/10 Mạc Thị Bưởi, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam ",https://www.ghecoffee.vn/,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 786 619 333 ,"Address: 9 Công trường Lam Sơn, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Vietnam ",http://choicevietnam.com/,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 886 292 099 ,"Address: 200 Pasteur, Phường 6, Quận 3, Thành phố Hồ Chí Minh 700000, Vietnam ",https://anhcoffeeroastery.vn/,Cafe,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 838 999 230 ,"Address: 217 Nguyễn Văn Thủ, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Vietnam ",http://everyhalf.vn/,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 28 6270 3153 ,"Address: 103BIS Võ Thị Sáu, Phường 6, Quận 3, Thành phố Hồ Chí Minh, Vietnam ",https://thehummingbirdsaigon.com/,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 704 926 623 ,"Address: GF06B, Topaz2, 92 Nguyễn Hữu Cảnh, Thành phố Hồ Chí Minh, 70000, Vietnam ",http://www.earlymorning.vn/,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 941 888 967 ,"Address: 187/15 Điện Biên Phủ, Đa Kao, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam ",https://www.bypremvegetarian.com/kafka-patisserie,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,85,+84 964 267 028 ,"Address: 135 Nguyễn Du, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 70000, Vietnam ",https://sobosaigon.my.canva.site/,Cafe,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,75,+84 899 312 386 ,"Address: 35 Phan Chu Trinh, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 70000, Vietnam ",,Cafe,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,75,+84 708 345 514 ,"Address: 213/23 Nguyễn Gia Trí, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh 717219, Vietnam ",,Cafe,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,75,+84 522 905 915 ,"Address: 16 Nguyễn Văn Thủ, Đa Kao, Quận 1, Thành phố Hồ Chí Minh 70000, Vietnam ",,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,75,+84 911 055 790 ,"Address: 47/25 Trần Quốc Toản, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Vietnam ",,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,75,+84 919 083 400 ,"Address: 194 Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam ",,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,75,+84 906 778 817 ,"Address: 234 Đ. Bùi Hữu Nghĩa, Phường 2, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam ",,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,75,+84 902 828 573 ,"Address: SH 06 One Verandah, 02 Bát Nàn, Phường Bình Trưng Tây, Thủ Đức, Thành phố Hồ Chí Minh 71114, Vietnam ",,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,75,+84 937 446 529 ,"Address: 18 Nguyễn Văn Nguyễn, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh 710745, Vietnam ",,Cafe,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,75,+84 989 984 506 ,"Address: 42bis Lý Tự Trọng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam ",,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,75,+84 28 3535 5380 ,"Address: 42 Nguyễn Huệ, Street, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam ",,Cafe,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,75,+84 859 218 099 ,"Address: 4B Đề Thám, Phường Cầu Ông Lãnh, Quận 1, Thành phố Hồ Chí Minh 71000, Vietnam ",,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,75,+84 388 320 638 ,"Address: 15A Trúc Đường, Ward, Thủ Đức, Thành phố Hồ Chí Minh 70000, Vietnam ",,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,75,+84 909 091 510 ,"Address: 10 Đ. Phan Văn Trị, Phường 14, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Vietnam ",,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,75,+84 28 2217 6176 ,"Address: 176A Trường Sa, Phường 1, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam ",,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,75,+84 938 805 339 ,"Address: 19 Đ. Nhiêu Tứ, Phường 7, Phú Nhuận, Thành phố Hồ Chí Minh, Vietnam ",,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,75,0815 841 909 ,"Address: 1 Lê Thị Riêng, Phường Phạm Ngũ Lão, Thành phố Hồ Chí Minh 700000 ",,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,75,+84 849 528 779 ,"Address: 14 Tôn Thất Đạm, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam ",,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,75,+84 903 869 946 ,"Address: 71 Điện Biên Phủ, Phường 2, Bình Thạnh, Thành phố Hồ Chí Minh 72300, Vietnam ",,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,75,+84 901 826 823 ,"Address: 12 Nguyễn Siêu, Phường Sài Gòn, Quận 1, Thành phố Hồ Chí Minh, Vietnam ",,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,75,+84 989 984 506 ,"Address: 42bis Lý Tự Trọng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam ",,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,75,+84 384 819 893 ,"Address: 170A Võ Thị Sáu, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Vietnam ",,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,75,+84 909 432 918 ,"Address: 105 Hoàng Hoa Thám, Phường 7, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Vietnam ",,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,70,,"Address: 60/4 Nguyễn Văn Đậu, Phường Gia Định, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam ",https://www.facebook.com/uacafe,Cafe,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,70,,"Address: 151 Đồng Khởi, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Vietnam ",https://www.lacaph.com/,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,70,,"Address: 94 Chu Văn An, Phường 26, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam ",https://www.facebook.com/profile.php?id=61573819872655,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,70,,"Address: 24/4/1 Trần Ngọc Diện, Thảo Điền, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam ",http://facebook.com/dalaland.coffee,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,70,,"Address: 79/5 Phan Đăng Lưu, Phường 7, Phú Nhuận, Thành phố Hồ Chí Minh, Vietnam ",https://www.facebook.com/monosquarecafe2023,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,70,,"Address: 79 Phó Đức Chính, Phường 1, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam ",https://www.facebook.com/realpearlmuseum,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,60,,"Address: 12 Thủ Khoa Huân, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, Vietnam ",,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,60,,"Address: 8 Nguyễn An Ninh, Phường 14, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam ",,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,60,,"Address: 309 Bùi Đình Tuý, Phường 14, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam ",,Coffee shop,,coffee+shop+in+Ho+Chi+Minh+City
Results,4.0,0,60,,"Address: 42bis Lý Tự Trọng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 760000, Vietnam ",,Cafe,,coffee+shop+in+Ho+Chi+Minh+City
